"VEGOBJEKT-ID";"TYPE-ID";"VERSJON";"FØRSTE FOREKOMST";"STARTDATO";"SLUTTDATO";"SIST MODIFISERT";"FERJE TIL";"ANTALL OPPSTILLINGSFELT (STK)";"LENGDE OPPSTILLINGSFELT, FORFLYTNINGSHEMMEDE (M)";"LENGDE OPPSTILLINGSFELT, TUNGE KJØRETØY (M)";"LENGDE OPPSTILLINGSFELT, PERSONBIL/KOMBINERT (M)";"ANTALL OPPSTILLINGSPL. SMÅ KJT. (STK)";"AREAL (M2)";"ETABLERINGSÅR";"TILLEGGSINFORMASJON";"PROSJEKTREFERANSE";"PROSJEKTINTERNOBJEKT_ID";"EIER";"VEDLIKEHOLDSANSVARLIG";"GEOMETRI, PUNKT";"UTGÅR_GEOMETRI, LINJE";"GEOMETRI, FLATE";"UTGÅR_HAR PARKERINGSPLASS";"LOK.KOMMUNE";"LOK.KOMMUNENUMMER";"LOK.FYLKE";"LOK.FYLKESNUMMER";"LOK.RIKSVEGRUTE";"LOK.KONTRAKTSOMRÅDE";"LOK.VEGSYSTEMREFERANSE";"LOK.VEGKATEGORI";"LOK.FASE";"LOK.VEGNUMMER";"LOK.STREKNING";"LOK.DELSTREKNING";"FRA METER";"TIL METER";"VEGLENKESEKVENSID";"STARTPOSISJON";"SLUTTPOSISJON";"STREKNING.RETNING";"SIDEPOSISJON";"KJØREFELT";"TYPEVEG";"LENGDE";"MOR";"BARN";"GEOMETRI"
"114847031";"41";"4";"1";"2021-09-13";"";"2022-12-05T09:50:15";"Rutledal-Rysjedalsvika-Losna-Krakhella";"4";"";"";"";"";"";"";"";"";"";"";"";"POINT (-22252.5419404501 6814412.99384532)";"";"POLYGON ((-22282.711294423 6814422.87681573, -22282.5402039605 6814417.40192093, -22276.5520377751 6814417.05974, -22277.0653091624 6814411.24266428, -22264.4046149418 6814410.04503104, -22258.0742678315 6814409.01848827, -22252.2571921085 6814408.33412642, -22231.3841556907 6814401.83268885, -22228.8177987541 6814413.63793075, -22240.1097692752 6814417.57301139, -22250.7173779465 6814420.31045879, -22265.9444291038 6814423.21899665, -22282.711294423 6814422.87681573))";"Ja";"Hyllestad";"4637";"Vestland";"46";"";"1455 ELEKTRO,E1455 Elektrokontrakt Fjordane 2018-2023,1406 HAFS 2017-2022,4607 Sunnfjord sør 2022,4607 Sunnfjord sør 2023,4611 Tunnel 2021-2025,E4654 Fjordane 2023-2028";"FV57 S12D1 m108";"Fylkesveg";"Eksisterende";"57";"12";"1";"108,175";"108,175";"384115";"0,01113856";"0,01113856";"WITH";"";"";"enkelBilveg";"0";"64:119347651";"297:114847032";"POINT Z(-22255.665 6814399.015 3.464)"
"114847035";"41";"1";"1";"2006-09-20";"";"2021-08-17T09:44:18";"Rutledal-Rysjedalsvika-Losna-Krakhella";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"POLYGON ((-36201.0915044386 6818227.41542902, -36194.5900668659 6818232.71923335, -36211.5280226475 6818258.21171226, -36219.3981839198 6818268.81932093, -36220.0825457695 6818259.75152642, -36220.5958171569 6818255.3031744, -36201.0915044386 6818227.41542902))";"Ja";"Solund";"4636";"Vestland";"46";"";"1455 ELEKTRO,E1455 Elektrokontrakt Fjordane 2018-2023,1406 HAFS 2017-2022,4607 Sunnfjord sør 2022,4607 Sunnfjord sør 2023,4611 Tunnel 2021-2025,E4654 Fjordane 2023-2028,4660 Drift og vedlikehold av ferjekaier Vestland 2021-2026";"FV606 S2D1 m6";"Fylkesveg";"Eksisterende";"606";"2";"1";"5,935";"5,935";"384140";"0,00124866";"0,00124866";"WITH";"";"";"enkelBilveg";"0";"64:119347653";"297:114847036";"POINT Z(-36190.942 6818230.136 1.448)"
"114847037";"41";"2";"1";"2016-05-25";"";"2021-05-06T12:41:32";"Daløy-Haldorsneset";"3";"";"";"";"";"";"";"";"";"";"";"";"POINT Z(-52496.699683196 6812136.60823499 3.606)";"";"POLYGON ((-52503.4462181034 6812150.96656498, -52509.0922033639 6812147.03148434, -52511.6585603005 6812144.29403694, -52498.9978660799 6812128.04044301, -52490.2722524954 6812133.68642827, -52496.9447805306 6812143.60967509, -52503.4462181034 6812150.96656498))";"Ja";"Solund";"4636";"Vestland";"46";"";"1455 ELEKTRO,E1455 Elektrokontrakt Fjordane 2018-2023,1406 HAFS 2017-2022,4607 Sunnfjord sør 2022,4607 Sunnfjord sør 2023,4611 Tunnel 2021-2025,E4654 Fjordane 2023-2028,4660 Drift og vedlikehold av ferjekaier Vestland 2021-2026";"FV606 S4D1 m10099";"Fylkesveg";"Eksisterende";"606";"4";"1";"10098,652";"10098,652";"384141";"0,99141557";"0,99141557";"WITH";"";"";"enkelBilveg";"0";"";"297:114847038";"POINT Z(-52497.527 6812135.943 2.65)"
"114847041";"41";"1";"1";"2006-09-20";"";"2022-12-06T09:24:40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Ja";"Askvoll";"4645";"Vestland";"46";"";"1455 ELEKTRO,E4654 Fjordane 2023-2028";"FV609 S2D10 m0";"Fylkesveg";"Eksisterende";"609";"2";"10";"0";"0";"384536";"0";"0";"WITH";"";"";"enkelBilveg";"0";"";"297:114847042";"POINT Z(-17819.64 6842304.61 1.796)"
"114847043";"41";"2";"1";"2023-07-21";"";"2023-07-21T15:00:49";"1 Askvoll _ 1 Værlandet _ 2 Gjervik";"3";"";"";"";"";"244";"";"";"";"";"";"";"";"";"POLYGON ((-29814.736015186412 6836335.512398279, -29813.041058218456 6836329.897853251, -29794.396531501552 6836329.68598363, -29784.035495971097 6836329.431733286, -29783.80915372644 6836338.282396425, -29804.460338526405 6836338.160768577, -29810.9223619923 6836337.207355277, -29814.736015186412 6836335.512398279))";"Ja";"Fjaler";"4646";"Vestland";"46";"";"1455 ELEKTRO,E1455 Elektrokontrakt Fjordane 2018-2023,1406 HAFS 2017-2022,4607 Sunnfjord sør 2022,4607 Sunnfjord sør 2023,4611 Tunnel 2021-2025,E4654 Fjordane 2023-2028,4660 Drift og vedlikehold av ferjekaier Vestland 2021-2026";"FV5655 S3D10 m361";"Fylkesveg";"Eksisterende";"5655";"3";"10";"361,151";"361,151";"384226";"0,9102657";"0,9102657";"WITH";"";"";"enkelBilveg";"0";"64:119347667";"297:114847044";"POINT Z(-29799.156 6836335.865 2.146)"
"114847045";"41";"3";"1";"2021-09-13";"";"2021-09-13T10:27:11";"Askvoll-Gjervik-Fure-Værlandet";"1";"";"";"";"";"";"";"";"";"";"";"";"POINT (-32626.821309832 6842458.54586865)";"";"POLYGON ((-32610.9841918848 6842459.73962126, -32642.4992607647 6842460.45587282, -32642.3400937501 6842457.90920059, -32611.1433588993 6842456.87461499, -32610.9841918848 6842459.73962126))";"Ja";"Askvoll";"4645";"Vestland";"46";"";"1455 ELEKTRO,E1455 Elektrokontrakt Fjordane 2018-2023,1406 HAFS 2017-2022,4607 Sunnfjord sør 2022,4607 Sunnfjord sør 2023,4611 Tunnel 2021-2025,E4654 Fjordane 2023-2028,4660 Drift og vedlikehold av ferjekaier Vestland 2021-2026";"FV5660 S1D1 m37";"Fylkesveg";"Eksisterende";"5660";"1";"1";"37";"37";"384302";"0,00429244";"0,00429244";"WITH";"";"";"enkelBilveg";"0";"64:119347655";"297:114847046";"POINT Z(-32627.167 6842456.085 5.679)"
"114847047";"41";"2";"1";"2021-09-13";"";"2021-09-13T10:27:11";"Askvoll-Gjervik-Fure-Værlandet";"3";"";"";"";"";"";"";"";"";"";"";"";"POINT (-48101.696011587 6839846.28755308)";"";"POLYGON ((-48141.2477287636 6839857.52422618, -48143.7901642525 6839848.73163678, -48135.1035096652 6839846.93074497, -48129.7008342512 6839846.2951361, -48110.3147636478 6839843.96457024, -48091.4583671046 6839841.31619994, -48070.8010787567 6839838.66782963, -48057.7710968758 6839839.93904738, -48058.6185753721 6839842.58741768, -48061.1610108611 6839842.37554806, -48061.6906849213 6839845.12985317, -48069.8476654484 6839844.81204873, -48070.0595350724 6839847.88415828, -48111.2681769561 6839852.75715964, -48141.2477287636 6839857.52422618))";"Ja";"Askvoll";"4645";"Vestland";"46";"";"1455 ELEKTRO,E1455 Elektrokontrakt Fjordane 2018-2023,1406 HAFS 2017-2022,4607 Sunnfjord sør 2022,4607 Sunnfjord sør 2023,4611 Tunnel 2021-2025,E4654 Fjordane 2023-2028";"FV5662 S2D1 m74";"Fylkesveg";"Eksisterende";"5662";"2";"1";"73,972";"73,972";"384308";"0,26714801";"0,26714801";"WITH";"";"";"enkelBilveg";"0";"64:119347670";"297:114847048";"POINT Z(-48101.158 6839853.092 4.685)"
"134850337";"41";"1";"1";"2007-06-06";"";"2024-01-18T10:16:54";"";"3";"";"";"";"60";"900";"";"";"";"";"";"";"";"";"";"Ja";"Bømlo";"4613";"Vestland";"46";"";"1208 Sunnhordland 2019-2024,E1260 Hordaland vest 2016-2022,4611 Tunnel 2021-2025,E4651 Bergen,4601 Sunnhordland 2024-2029";"FV542 S1D20 m6768";"Fylkesveg";"Eksisterende";"542";"1";"20";"6768,317";"6768,317";"805689";"1";"1";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(-39733.329 6657069.91 2.005)"
"136643389";"41";"2";"1";"2012-04-20";"";"2022-09-13T14:29:55";"";"4";"";"";"";"";"900";"";"N/A";"N/A";"";"Fylkeskommune";"Fylkeskommune";"";"";"POLYGON ((-55471.1635253205 6597054.87029532, -55456.6949489949 6597048.99243619, -55436.1224420319 6597057.58315338, -55421.6538657063 6597071.14744369, -55405.8288603502 6597110.70995708, -55440.8699436387 6597125.1785334, -55471.1635253205 6597054.87029532))";"Ja";"Karmøy";"1149";"Rogaland";"11";"";"1107 Haugalandet 2019-2024 (-2022),1154 Elektro Drift Nord-Rogaland 2022-2023,1107 Haugalandet 2019-2024 (2022-),Drift og Vedlikehold av ferjekaier Rogaland 2018-2023,1107 Haugalandet 2024-2029,1152 Drift og vedlikehold av ferjekaier i Rogaland 2023-2028";"FV547 S3D1 m9438";"Fylkesveg";"Eksisterende";"547";"3";"1";"9437,729";"9437,729";"319809";"0,00383506";"0,00383506";"WITH";"";"";"enkelBilveg";"0";"64:119347958";"";"POINT Z(-55458.659 6597044.129 1.56)"
"136764370";"41";"1";"1";"2007-07-04";"";"2024-01-18T10:16:54";"Langevåg-Buavåg";"5";"";"";"";"";"975";"";"";"";"";"";"";"";"";"POLYGON ((-49769.5886979855 6648237.03141399, -49760.3517144588 6648229.19397342, -49712.0674823873 6648272.92969088, -49720.1848315471 6648282.09669726, -49769.6586751335 6648237.24134544, -49769.5886979855 6648237.03141399))";"";"Bømlo";"4613";"Vestland";"46";"";"1208 Sunnhordland 2019-2024,E1260 Hordaland vest 2016-2022,4611 Tunnel 2021-2025,E4651 Bergen,4660 Drift og vedlikehold av ferjekaier Vestland 2021-2026,4601 Sunnhordland 2024-2029";"FV541 S3D1 m0";"Fylkesveg";"Eksisterende";"541";"3";"1";"0";"0";"805685";"0";"0";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(-49709.41 6648302.2 1.886)"
"136931309";"41";"1";"1";"2007-07-06";"";"2022-08-11T09:21:40";"Jektevik-Nordhuglo-Hodnanes";"6";"";"";"";"";"1350";"";"";"";"";"";"";"";"";"POLYGON ((-29311.5382235751 6676711.68528046, -29384.4333256902 6676741.5199847, -29372.7455034101 6676717.22161733, -29320.1503031499 6676692.61567569, -29311.5382235751 6676711.68528046))";"";"Stord";"4614";"Vestland";"46";"";"1208 Sunnhordland 2019-2024,E1260 Hordaland vest 2016-2022,4611 Tunnel 2021-2025,E4651 Bergen,4660 Drift og vedlikehold av ferjekaier Vestland 2021-2026,4601 Sunnhordland 2024-2029";"FV549 S1D1 m180";"Fylkesveg";"Eksisterende";"549";"1";"1";"179,553";"179,553";"804933";"0,71841294";"0,71841294";"WITH";"";"";"kanalisertVeg";"0";"";"";"POINT Z(-29346.412 6676724.319 2.993)"
"197960071";"41";"1";"1";"2008-10-31";"";"2023-12-21T12:44:22";"Bruravik/Brimnes";"7";"";"";"";"";"6785";"";"";"";"";"";"";"";"";"";"Ja";"Ulvik";"4620";"Vestland";"46";"";"Vegoppmerking Vest";"FV572 S1D10 m0";"Fylkesveg";"Eksisterende";"572";"1";"10";"0";"0";"804910";"0";"0";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(55326.2 6733711.9 1.08)"
"197960072";"41";"1";"1";"2008-10-31";"";"2023-02-17T15:09:29";"Kvandal/Utne /Kinsarvik";"14";"57";"57";"57";"70";"2126";"";"";"";"";"";"";"POINT (39581.8743554657 6733331.72004724)";"";"POLYGON ((39626.782 6733327.319, 39582.895 6733343.658, 39551.737 6733316.49, 39618.612 6733292.171, 39626.782 6733327.319))";"";"Voss";"4621";"Vestland";"46";"";"4611 Tunnel 2021-2025,1206 Voss 2019-2024,E4652 Hardanger,1206 Voss 2019-2024 (2022-),4606 Voss 2024-2029";"FV79 S2D1 m153";"Fylkesveg";"Eksisterende";"79";"2";"1";"153,083";"153,083";"805638";"0,95219564";"0,95219564";"WITH";"";"";"enkelBilveg";"0";"64:119378437";"";"POINT Z(39570.278 6733351.533 3.861)"
"264029095";"41";"3";"1";"2021-04-20";"";"2021-12-16T16:05:01";"Kvitsøy, Skudeneshavn";"1";"";"";"";"300";"6998";"";"";"";"";"";"";"";"";"POLYGON ((-37632.832109651994 6580322.6134522995, -37636.239261784474 6580333.719894752, -37638.54254597076 6580342.601840169, -37639.450920405914 6580352.114769486, -37638.88580090052 6580360.760238158, -37637.579334151116 6580369.229823463, -37634.945451010135 6580380.408000088, -37634.81492024532 6580383.682810719, -37635.501185854664 6580387.101674803, -37638.19548186427 6580392.171948708, -37640.92200220679 6580394.711299053, -37731.15564825188 6580541.904875013, -37743.177128021605 6580556.101492917, -37763.248666087515 6580567.161466819, -37776.48913991032 6580560.242065704, -37632.832109651994 6580322.6134522995))";"Ja";"Randaberg";"1127";"Rogaland";"11";"";"1153 Fv Elektro Drift Sør-Rogaland 2021-2024,RFK Stavanger 2026-2027,1153 FV Elektro Drift Sør-Rogaland 2024-2025,1103 Stavanger 2022-2027";"FV521 S1D1 m1813";"Fylkesveg";"Eksisterende";"521";"1";"1";"1813,226";"1813,226";"319968";"0,91668483";"0,91668483";"";"";"1";"enkelBilveg";"0";"";"";"POINT Z(-37714.215 6580447.152 2.69)"
"273916680";"41";"1";"1";"2017-02-20";"";"2023-11-24T16:24:16";"Hokstad, Ytterøy";"3";"";"";"";"45";"700";"";"";"";"";"Fylkeskommune";"Fylkeskommune";"";"";"";"";"Levanger";"5037";"Trøndelag";"50";"";"5007 Stjørdal 2020-2025,E5052 Trøndelag Nord,Skiltkontrakt Trøndelag FK 2020-2025";"FV774 S1D1 m4158";"Fylkesveg";"Eksisterende";"774";"1";"1";"4158,32";"4158,32";"578223";"0,91165253";"0,91165253";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(317522.055 7074302.703 4.154)"
"274625659";"41";"2";"1";"2012-08-14";"";"2021-11-12T15:26:30";"Levanger";"2";"";"";"";"20";"800";"";"";"";"";"Fylkeskommune";"Fylkeskommune";"";"";"";"Ja";"Levanger";"5037";"Trøndelag";"50";"";"5007 Stjørdal 2020-2025,E5052 Trøndelag Nord,Skiltkontrakt Trøndelag FK 2020-2025";"FV6890 S1D1 m60";"Fylkesveg";"Eksisterende";"6890";"1";"1";"59,621";"59,621";"578333";"0,00623342";"0,00623342";"WITH";"";"2";"enkelBilveg";"0";"";"";"POINT Z(311301.027 7080229.957 4.628)"
"276817849";"41";"2";"1";"2011-10-06";"";"2021-11-12T15:26:30";"Hofles";"2";"";"";"";"60";"7000";"";"";"";"";"Fylkeskommune";"Fylkeskommune";"";"";"";"";"Namsos";"5007";"Trøndelag";"50";"";"1708 Namsos 2017-2022,5011 Namsos 2022-2027,E5052 Trøndelag Nord,Skiltkontrakt Trøndelag FK 2020-2025";"FV769 S6D1 m6061";"Fylkesveg";"Eksisterende";"769";"6";"1";"6061,222";"6061,222";"578202";"0,96183077";"0,96183077";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(339243.475 7186834.665 9.609)"
"295943966";"41";"3";"1";"2020-08-26";"";"2023-12-11T14:16:22";"Åram:Voksa:Kvamsøya";"5";"";"";"";"";"499";"";"";"";"";"Fylkeskommune";"Fylkeskommune";"";"";"POLYGON ((10631.552634542983 6932998.149315611, 10620.013407913677 6933034.165650574, 10607.245953978738 6933033.429017932, 10619.07928327535 6932994.120894068, 10631.552634542983 6932998.149315611))";"Ja";"Sande";"1514";"Møre og Romsdal";"15";"";"1501 Søre Sunnmøre 2019-2024,E1550 Elektrokontrakt Møre og Romsdal,1501 Søre Sunnmøre 2024-2029";"FV5852 S2D30 m35";"Fylkesveg";"Eksisterende";"5852";"2";"30";"35,093";"35,093";"249130";"0,15756435";"0,15756435";"WITH";"";"2";"kanalisertVeg";"0";"64:119570058";"";"POINT Z(10626.74 6933016.771 2.162)"
"297017676";"41";"4";"1";"2020-08-26";"";"2020-08-26T09:58:23";"Kopparnes";"1";"";"";"";"";"255";"";"";"";"";"Fylkeskommune";"Fylkeskommune";"";"";"POLYGON ((13750.886435485 6930765.37765098, 13752.5514177796 6930767.25075607, 13744.4346290932 6930770.16447508, 13738.1909454883 6930772.45382574, 13734.6528581122 6930775.78379032, 13731.7391390965 6930779.94624606, 13727.9929289336 6930786.60617524, 13723.830473197 6930793.47422721, 13717.1705440184 6930804.50473491, 13713.8405794291 6930808.87531343, 13711.1349832003 6930812.82964638, 13705.7237907427 6930816.99210212, 13701.9775805797 6930815.32711982, 13708.0131413978 6930811.16466409, 13711.9674743476 6930807.41845392, 13714.8811933632 6930801.79913868, 13719.0436490998 6930794.09859557, 13722.581736476 6930788.27115754, 13727.7848061467 6930778.48938655, 13732.363507457 6930771.62133459, 13734.6528581122 6930770.16447508, 13740.6884189302 6930767.66700164, 13745.2671202405 6930766.6263877, 13750.886435485 6930765.37765098))";"";"Sande";"1514";"Møre og Romsdal";"15";"";"1501 Søre Sunnmøre 2019-2024,E1550 Elektrokontrakt Møre og Romsdal,1501 Søre Sunnmøre 2024-2029";"FV61 S7D1 m10067";"Fylkesveg";"Eksisterende";"61";"7";"1";"10067,039";"10067,039";"248982";"0,95894914";"0,95894914";"WITH";"";"1";"enkelBilveg";"0";"64:119570023";"";"POINT Z(13722.255 6930797.327 5.625)"
"297259230";"41";"5";"1";"2020-08-26";"";"2020-08-26T09:58:23";"Årvik";"1";"";"";"";"";"311";"";"";"";"";"Fylkeskommune";"Fylkeskommune";"";"";"POLYGON ((13879.1222086221 6928275.18850655, 13876.4763752888 6928277.56975655, 13872.7722086221 6928272.01350655, 13868.1420002888 6928266.58954822, 13863.7763752888 6928261.69475655, 13860.0722086221 6928256.53538155, 13855.3097086221 6928250.44996489, 13852.1347086221 6928243.04163155, 13848.9597086221 6928234.97183989, 13847.6367919554 6928227.69579822, 13846.1815836221 6928220.81663155, 13844.9909586221 6928214.73121489, 13844.4617919554 6928208.38121489, 13844.9909586221 6928200.97288155, 13848.6951252888 6928201.10517322, 13848.5628336221 6928206.66142322, 13848.5628336221 6928210.63017322, 13848.6951252888 6928214.86350655, 13848.8274169554 6928217.90621489, 13849.8857502888 6928221.47808989, 13850.0180419554 6928223.99163155, 13851.7378336221 6928227.56350655, 13852.5315836221 6928230.34163155, 13853.8545002888 6928234.97183989, 13854.3836669554 6928238.27913155, 13855.9711669554 6928242.11558989, 13858.0878336221 6928247.01038155, 13860.6013752888 6928251.11142322, 13862.4534586221 6928253.75725655, 13863.7763752888 6928256.66767322, 13865.7607502888 6928258.51975655, 13869.5972086221 6928263.81142322, 13876.3440836221 6928270.42600655, 13879.1222086221 6928275.18850655))";"";"Vanylven";"1511";"Møre og Romsdal";"15";"";"1501 Søre Sunnmøre 2019-2024,E1550 Elektrokontrakt Møre og Romsdal,1501 Søre Sunnmøre 2024-2029";"FV61 S9D1 m60";"Fylkesveg";"Eksisterende";"61";"9";"1";"60,306";"60,306";"249557";"0,00810782";"0,00810782";"WITH";"";"2";"enkelBilveg";"0";"64:119570024";"";"POINT Z(13848.99 6928243.47 3.339)"
"299094826";"41";"3";"1";"2020-08-26";"";"2023-05-01T20:16:09";"Larsnes";"";"";"";"";"";"140";"";"";"";"";"Fylkeskommune";"Fylkeskommune";"";"";"POLYGON ((6705.799673632777 6932586.540155751, 6705.424697439885 6932588.785975411, 6692.0137331837905 6932587.098122768, 6684.798210483161 6932585.199280068, 6647.112797356327 6932574.883547325, 6647.923658744548 6932572.714449052, 6666.467753265868 6932577.527915137, 6687.086036076711 6932583.447350565, 6695.004193461908 6932585.312792553, 6702.522509675648 6932586.389611734, 6705.799673632777 6932586.540155751))";"";"Vanylven";"1511";"Møre og Romsdal";"15";"";"1501 Søre Sunnmøre 2019-2024,E1550 Elektrokontrakt Møre og Romsdal,1501 Søre Sunnmøre 2024-2029";"FV5852 S2D10 m282";"Fylkesveg";"Eksisterende";"5852";"2";"10";"281,784";"281,784";"249128";"0,82156337";"0,82156337";"WITH";"";"1";"enkelBilveg";"0";"64:119570057";"";"POINT Z(6668.44 6932585.038 2.289)"
"299094827";"41";"3";"1";"2020-08-26";"";"2023-05-01T20:18:24";"Kvamsøy,Åram,Larsnes";"";"";"";"";"";"89";"";"";"";"";"Fylkeskommune";"Fylkeskommune";"";"";"POLYGON ((5876.087741892785 6934614.835070923, 5879.761837828264 6934616.478814448, 5874.52478780417 6934632.651339344, 5873.250226167787 6934637.642669293, 5869.708199850284 6934636.650223513, 5871.274749264179 6934629.814747857, 5874.09945920069 6934620.497339311, 5875.161492274259 6934617.40895816, 5876.087741892785 6934614.835070923))";"Ja";"Sande";"1514";"Møre og Romsdal";"15";"";"1501 Søre Sunnmøre 2019-2024,E1550 Elektrokontrakt Møre og Romsdal,1501 Søre Sunnmøre 2024-2029";"FV5860 S1D10 m3435";"Fylkesveg";"Eksisterende";"5860";"1";"10";"3435";"3435";"249135";"0,9875665";"0,9875665";"WITH";"";"1";"enkelBilveg";"0";"64:119570059";"";"POINT Z(5876.406 6934629.777 2.757)"
"299103691";"41";"5";"1";"2020-08-26";"";"2023-11-28T15:03:06";"Sulesund";"8";"";"";"";"";"3277";"";"";"";"";"Fylkeskommune";"Fylkeskommune";"";"";"POLYGON ((37009.1619789315 6947584.46146016, 36976.6182289315 6947581.68333516, 36982.4390622648 6947564.75000182, 36989.8473955981 6947547.15521016, 36995.9328122648 6947533.52916849, 37001.4890622648 6947519.63854349, 37008.2359372648 6947502.83750182, 37010.7494789315 6947497.54583516, 37013.9244789315 6947490.93125182, 37018.9515622648 6947478.62812682, 37049.1140622648 6947490.00521016, 37040.6473955981 6947508.92291849, 37032.1807289315 6947528.10521016, 37027.5505205981 6947539.61458516, 37024.3755205981 6947547.15521016, 37022.2588539315 6947552.05000182, 37020.0098955981 6947558.26771016, 37009.1619789315 6947584.46146016))";"";"Hareid";"1517";"Møre og Romsdal";"15";"";"1501 Søre Sunnmøre 2019-2024,E1550 Elektrokontrakt Møre og Romsdal,1501 Søre Sunnmøre 2024-2029";"FV61 S3D20 m342";"Fylkesveg";"Eksisterende";"61";"3";"20";"342,17";"342,17";"248986";"0,82077061";"0,82077061";"WITH";"";"";"enkelBilveg";"0";"64:119570022";"";"POINT Z(37026.312 6947539.304 2.219)"
"299104277";"41";"4";"1";"2020-08-26";"";"2022-12-20T09:55:03";"Volda";"1";"";"";"";"";"290";"";"";"";"";"Fylkeskommune";"Fylkeskommune";"";"";"";"";"Volda";"1577";"Møre og Romsdal";"15";"";"1501 Søre Sunnmøre 2019-2024,E1550 Elektrokontrakt Møre og Romsdal,1501 Søre Sunnmøre 2024-2029";"FV652 S4D1 m7060";"Fylkesveg";"Eksisterende";"652";"4";"1";"7060,367";"7060,367";"249607";"0,98983391";"0,98983391";"WITH";"";"1";"enkelBilveg";"0";"64:119570033";"";"POINT Z(29289.331 6925454.275 3.681)"
"305494525";"41";"3";"1";"2019-10-07";"";"2021-08-26T13:14:48";"Ørsneset";"5";"";"";"";"";"2085";"";"";"";"";"Fylkeskommune";"Statens vegvesen";"";"";"POLYGON ((61933.4775316312 6951247.99075376, 61962.8349326987 6951245.62866402, 61980.0444436693 6951244.27889845, 61992.6984958535 6951242.59169149, 62008.8956826493 6951242.0855294, 62028.8047247525 6951242.0855294, 62047.0265598979 6951243.60401566, 62064.0673501726 6951243.26657427, 62071.4910607874 6951242.59169149, 62073.6844298327 6951257.60783342, 62059.5118913863 6951258.2827162, 62040.4464527621 6951257.43911272, 62018.006600222 6951257.27039203, 61998.772440902 6951257.77655411, 61975.6577055787 6951259.63248177, 61934.9960178933 6951263.17561638, 61933.4775316312 6951247.99075376))";"";"Ålesund";"1508";"Møre og Romsdal";"15";"";"1500 Ålesund 2020-2025,E1550 Elektrokontrakt Møre og Romsdal";"FV60 S1D1 m7717";"Fylkesveg";"Eksisterende";"60";"1";"1";"7716,988";"7716,988";"248971";"0,98582534";"0,98582534";"WITH";"";"";"kanalisertVeg";"0";"";"";"POINT Z(62001.751 6951241.114 2.451)"
"305494560";"41";"4";"1";"2019-12-06";"";"2022-08-24T13:11:40";"Geiranger";"6";"";"";"";"";"907";"";"";"Hellesylt";"";"Fylkeskommune";"Fylkeskommune";"";"";"POLYGON ((76157.7380755161 6910388.23176309, 76158.0251692249 6910388.23176309, 76170.0831049926 6910401.86871425, 76165.2025119438 6910403.73482336, 76160.6090126037 6910405.74447932, 76156.0155132636 6910406.89285415, 76136.9237816314 6910413.3524626, 76119.1239716886 6910419.23788363, 76111.0853478434 6910402.87354223, 76157.7380755161 6910388.23176309))";"";"Stranda";"1525";"Møre og Romsdal";"15";"";"1502 Indre Sunnmøre 2020-2025,E1550 Elektrokontrakt Møre og Romsdal";"FV60 S9D30 m1154 SD1 m203";"Fylkesveg";"Eksisterende";"60";"9";"30";"202,98";"202,98";"249553";"0,86436521";"0,86436521";"WITH";"";"";"enkelBilveg";"0";"64:119570018";"";"POINT Z(76141.407 6910408.519 2.6)"
"328364903";"41";"3";"1";"2017-06-09";"";"2024-01-04T10:33:45";"Haugesund";"3";"";"";"";"";"200";"";"N/A";"N/A";"";"Fylkeskommune";"Fylkeskommune";"";"";"POLYGON ((-74424.3277641048 6618558.06143203, -74405.7008307055 6618545.75267956, -74402.4247368916 6618545.98668626, -74400.880292665 6618547.71833585, -74405.4668240045 6618551.41564172, -74413.1422437972 6618556.70419316, -74421.6132863732 6618562.41395667, -74424.3277641048 6618558.06143203))";"Nei";"Utsira";"1151";"Rogaland";"11";"";"1107 Haugalandet 2019-2024 (-2022),1154 Elektro Drift Nord-Rogaland 2022-2023,1107 Haugalandet 2019-2024 (2022-),Drift og Vedlikehold av ferjekaier Rogaland 2018-2023,1107 Haugalandet 2024-2029,1152 Drift og vedlikehold av ferjekaier i Rogaland 2023-2028";"FV4854 S2D1 m2040";"Fylkesveg";"Eksisterende";"4854";"2";"1";"2039,663";"2039,663";"320524";"0,9851235";"0,9851235";"WITH";"";"";"enkelBilveg";"0";"64:371359790";"";"POINT Z(-74416.677 6618546.617 2.16)"
