"VEGOBJEKT-ID";"TYPE-ID";"VERSJON";"FØRSTE FOREKOMST";"STARTDATO";"SLUTTDATO";"SIST MODIFISERT";"FERJE TIL";"ANTALL OPPSTILLINGSFELT (STK)";"LENGDE OPPSTILLINGSFELT, FORFLYTNINGSHEMMEDE (M)";"LENGDE OPPSTILLINGSFELT, TUNGE KJØRETØY (M)";"LENGDE OPPSTILLINGSFELT, PERSONBIL/KOMBINERT (M)";"ANTALL OPPSTILLINGSPL. SMÅ KJT. (STK)";"AREAL (M2)";"ETABLERINGSÅR";"TILLEGGSINFORMASJON";"PROSJEKTREFERANSE";"PROSJEKTINTERNOBJEKT_ID";"EIER";"VEDLIKEHOLDSANSVARLIG";"GEOMETRI, PUNKT";"UTGÅR_GEOMETRI, LINJE";"GEOMETRI, FLATE";"UTGÅR_HAR PARKERINGSPLASS";"LOK.KOMMUNE";"LOK.KOMMUNENUMMER";"LOK.FYLKE";"LOK.FYLKESNUMMER";"LOK.RIKSVEGRUTE";"LOK.KONTRAKTSOMRÅDE";"LOK.VEGSYSTEMREFERANSE";"LOK.VEGKATEGORI";"LOK.FASE";"LOK.VEGNUMMER";"LOK.STREKNING";"LOK.DELSTREKNING";"FRA METER";"TIL METER";"VEGLENKESEKVENSID";"STARTPOSISJON";"SLUTTPOSISJON";"STREKNING.RETNING";"SIDEPOSISJON";"KJØREFELT";"TYPEVEG";"LENGDE";"MOR";"BARN";"GEOMETRI"
"593686683";"41";"3";"1";"2016-11-04";"";"2024-01-15T10:19:30";"Tørrvikbygd";"10";"";"";"";"72";"1452";"2016";"";"";"";"";"";"";"";"POLYGON ((17099.445 6714236.032, 17094.771 6714276.461, 17062.17 6714271.32, 17067.195 6714232.292, 17069.415 6714232.643, 17070.233 6714226.684, 17096.991 6714231.241, 17096.524 6714235.33, 17099.445 6714236.032))";"";"Ullensvang";"4618";"Vestland";"46";"";"1204 Hardanger 2016-2021,4602 Hardanger 2022-2027,4611 Tunnel 2021-2025,E4652 Hardanger,4660 Drift og vedlikehold av ferjekaier Vestland 2021-2026";"FV49 S5D1 m5430";"Fylkesveg";"Eksisterende";"49";"5";"1";"5430,092";"5430,092";"805702";"0,98140498";"0,98140498";"WITH";"";"";"enkelBilveg";"0";"64:119378455";"297:634194725";"POINT Z(17083.34 6714223.98 1.93)"
"596957692";"41";"1";"1";"2015-05-28";"";"2023-08-14T13:06:58";"Verksrenna";"3";"";"";"";"";"400";"";"";"";"";"";"";"";"";"";"Ja";"Drammen";"3301";"Buskerud";"33";"";"0706 Vestfold elektro 2018-2023,30-302 Drammen og Kongsberg 2022-2024,30-302 Drammen og Kongsberg 2024-2029,0614 Buskerud elektro og veglys 2023-2025";"FV319 S3D10 m382";"Fylkesveg";"Eksisterende";"319";"3";"10";"381,559";"381,559";"1175586";"0,81101984";"0,81101984";"WITH";"";"";"enkelBilveg";"0";"";"297:596957693";"POINT Z(241154.245 6617561.645 2.724)"
"609786657";"41";"2";"1";"2015-07-20";"";"2022-09-05T10:31:40";"Vagnsnes;Hella";"5";"0";"0";"570";"";"1881";"";"";"C14929";"";"";"";"";"";"POLYGON ((47685.12046342407 6816073.633030008, 47670.41025843518 6816082.8897098, 47662.63508770056 6816073.501903518, 47673.553538843174 6816065.610690836, 47684.61200176325 6816057.955819322, 47699.33682691713 6816047.9700991, 47713.93898566428 6816037.600432916, 47720.54587753338 6816030.9969562655, 47724.16273559356 6816025.763818552, 47727.1648057992 6816020.2833577795, 47733.30538433761 6816007.850329693, 47737.524787869945 6816000.248241951, 47741.58702542371 6815992.5574981505, 47750.04853804177 6815997.420654011, 47755.91414757422 6816000.803246177, 47747.945479141024 6816015.982602203, 47743.25015103619 6816025.246293374, 47741.64577453496 6816028.872555357, 47737.34740422544 6816035.8667500485, 47734.55336255388 6816039.865788329, 47731.32960065489 6816043.920680241, 47724.65300950344 6816049.987793888, 47704.976231539855 6816064.180215602, 47686.73962657468 6816076.00401086, 47685.12046342407 6816073.633030008))";"Ja";"Sogndal";"4640";"Vestland";"46";"";"E1454 Elektrokontrakt Sogn 2017-2022,4607 Sunnfjord sør 2022,4607 Sunnfjord sør 2023,4611 Tunnel 2021-2025,E4653 Sogn";"FV613 S1D1 m152";"Fylkesveg";"Eksisterende";"613";"1";"1";"152,339";"152,339";"384067";"0,38100083";"0,38100083";"WITH";"";"";"kanalisertVeg";"0";"64:609786656";"446:609786662";"POINT Z(47734.2 6816034.675 4.321)"
"611655774";"41";"1";"1";"2015-07-16";"";"2021-04-29T10:06:18";"Sjernarøy og Halsnøy";"3";"";"";"";"50";"550";"";"";"";"";"";"";"POINT (-16003.2722494432 6601443.24389447)";"";"";"Ja";"Stavanger";"1103";"Rogaland";"11";"";"1153 Fv Elektro Drift Sør-Rogaland 2021-2024,RFK Stavanger 2026-2027,Drift og Vedlikehold av ferjekaier Rogaland 2018-2023,1153 FV Elektro Drift Sør-Rogaland 2024-2025,1103 Stavanger 2022-2027,1152 Drift og vedlikehold av ferjekaier i Rogaland 2023-2028";"FV4690 S1D1 m45";"Fylkesveg";"Eksisterende";"4690";"1";"1";"45,209";"45,209";"320386";"0,73214173";"0,73214173";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(-15997.361 6601439.854 4.014)"
"612741530";"41";"1";"1";"2015-07-17";"";"2022-08-22T22:27:26";"Oanes og Lysebotn Cruise";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Ja";"Sandnes";"1108";"Rogaland";"11";"";"1102 Høgsfjord 2021-2026,1153 Fv Elektro Drift Sør-Rogaland 2021-2024,RFK Stavanger 2026-2027,Drift og Vedlikehold av ferjekaier Rogaland 2018-2023,1153 FV Elektro Drift Sør-Rogaland 2024-2025,1152 Drift og vedlikehold av ferjekaier i Rogaland 2023-2028";"FV508 S2D1 m3165";"Fylkesveg";"Eksisterende";"508";"2";"1";"3164,553";"3164,553";"2377190";"0,99178982";"0,99178982";"WITH";"";"";"enkelBilveg";"0";"64:469904976";"";"POINT Z(-14494.878 6562773.441 2.07)"
"613282228";"41";"1";"1";"2015-07-20";"";"2021-04-29T10:06:18";"Lauvvik";"4";"";"";"";"";"";"";"";"";"";"";"";"POINT (-13181.9119387704 6563967.4597772)";"";"";"Ja";"Strand";"1130";"Rogaland";"11";"";"1102 Høgsfjord 2021-2026,1153 Fv Elektro Drift Sør-Rogaland 2021-2024,RFK Stavanger 2026-2027,Drift og Vedlikehold av ferjekaier Rogaland 2018-2023,1153 FV Elektro Drift Sør-Rogaland 2024-2025,1152 Drift og vedlikehold av ferjekaier i Rogaland 2023-2028";"FV523 S3D1 m2720";"Fylkesveg";"Eksisterende";"523";"3";"1";"2720,47";"2720,47";"2376569";"0,00328228";"0,00328228";"WITH";"";"";"enkelBilveg";"0";"64:524070930";"446:613282229";"POINT Z(-13167.938 6563919.02 1.783)"
"613285309";"41";"1";"1";"2015-07-20";"";"2022-01-10T14:56:49";"Nedstrand, Nord-Hidle";"3";"";"";"";"25";"350";"";"";"";"";"";"";"POINT Z(-18740.0531146849 6604632.51775363 4.146)";"";"";"Ja";"Stavanger";"1103";"Rogaland";"11";"";"1153 Fv Elektro Drift Sør-Rogaland 2021-2024,RFK Stavanger 2026-2027,1153 FV Elektro Drift Sør-Rogaland 2024-2025,1103 Stavanger 2022-2027";"FV4688 S2D10 m40";"Fylkesveg";"Eksisterende";"4688";"2";"10";"40,06";"40,06";"320387";"0,00324945";"0,00324945";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(-18741.171 6604631.671 2.281)"
"613285312";"41";"2";"1";"2021-04-23";"";"2021-04-29T10:06:18";"Sjernarøy, Halsnøy, Fogn";"12";"";"";"";"150";"2505";"";"";"";"";"";"";"";"";"POLYGON ((-20563.356036124285 6594694.0852391925, -20561.372436947247 6594688.505414251, -20559.33930459869 6594684.462008896, -20556.33725870424 6594680.277929016, -20552.563348414318 6594676.776654251, -20548.460793912993 6594674.378696093, -20544.63409303187 6594672.744611235, -20539.529962767963 6594671.364220176, -20533.963413752615 6594671.033470122, -20522.164016430732 6594672.746509688, -20498.61928948399 6594676.292880493, -20497.655770409037 6594674.884543088, -20495.379354850797 6594675.881343888, -20493.42584490328 6594677.556890423, -20491.78092913411 6594680.014901232, -20490.257651608845 6594682.665856668, -20489.580419867416 6594685.990166654, -20489.704231548298 6594689.699758148, -20490.390013759315 6594696.552189337, -20491.11784926144 6594701.7685112255, -20492.42786499631 6594707.114433146, -20494.029048218217 6594709.836828554, -20496.48606449028 6594712.444696682, -20499.695925076492 6594713.944337956, -20502.37975938653 6594713.5252045775, -20541.169557523506 6594706.620080705, -20548.371786501084 6594705.788209728, -20552.648055921076 6594705.80011461, -20557.174639163015 6594706.607594655, -20561.741337970772 6594708.301468406, -20566.20589368441 6594711.299012212, -20571.213056656998 6594715.787796571, -20563.356036124285 6594694.0852391925))";"Ja";"Stavanger";"1103";"Rogaland";"11";"";"1153 Fv Elektro Drift Sør-Rogaland 2021-2024,RFK Stavanger 2026-2027,1153 FV Elektro Drift Sør-Rogaland 2024-2025,1103 Stavanger 2022-2027";"FV519 S1D1 m16756";"Fylkesveg";"Eksisterende";"519";"1";"1";"16755,752";"16755,752";"2528669";"0,19077874";"0,19077874";"";"";"";"enkelBilveg";"0";"";"";"POINT Z(-20566.892 6594691.6 3.63)"
"613285313";"41";"2";"1";"2021-04-23";"";"2022-01-11T23:24:20";"Nord-Hidle, Eidssund, Nedstrand, Judaberg";"3";"";"";"";"40";"1271";"";"";"";"";"";"";"";"";"POLYGON ((-21069.88895207364 6601326.627059069, -21066.40656770469 6601323.169221223, -21061.895536048163 6601320.371079279, -21056.700288703665 6601317.780795628, -21042.219613518275 6601314.961014394, -21025.368163050152 6601312.924850389, -21015.44036166015 6601312.346229983, -21006.22266692412 6601312.034728257, -20999.004841286398 6601312.703479431, -20985.607023406134 6601315.352470758, -20965.95200527401 6601319.928860138, -20951.27430738858 6601324.59589459, -20935.9600546296 6601330.145782469, -20926.847712543735 6601335.034034853, -20920.943277636077 6601339.761030067, -20919.214605377056 6601341.456590969, -20920.721857436758 6601342.023893348, -20939.15179922688 6601338.150261148, -20965.51283077756 6601329.26729065, -20991.424778896442 6601322.918341967, -20999.000379730656 6601321.701079445, -21006.850665183272 6601320.739934512, -21014.047662741796 6601320.476375484, -21021.353279470757 6601320.854003032, -21028.92784742685 6601321.529166959, -21036.081446734956 6601322.547114906, -21050.43384140724 6601325.173238693, -21061.016383275157 6601328.558212424, -21078.41476556752 6601334.434151495, -21069.88895207364 6601326.627059069))";"Ja";"Stavanger";"1103";"Rogaland";"11";"";"1153 Fv Elektro Drift Sør-Rogaland 2021-2024,RFK Stavanger 2026-2027,1153 FV Elektro Drift Sør-Rogaland 2024-2025,1103 Stavanger 2022-2027,1152 Drift og vedlikehold av ferjekaier i Rogaland 2023-2028";"FV4688 S1D1 m80";"Fylkesveg";"Eksisterende";"4688";"1";"1";"79,702";"79,702";"1899576";"0,40879106";"0,40879106";"";"";"";"enkelBilveg";"0";"";"";"POINT Z(-20978.807 6601327.931 3.484)"
"613285314";"41";"2";"1";"2021-04-23";"";"2022-01-03T10:43:34";"Eidssund, Judaberg";"2";"";"";"";"25";"349";"";"";"";"";"";"";"POINT Z(-17226.119036920834 6598119.787163517 3.218)";"";"POLYGON ((-17230.617250585405 6598130.216440248, -17229.039064166253 6598121.778615106, -17224.261986341036 6598113.683197181, -17212.182844168914 6598099.912167653, -17198.819493597257 6598088.048481836, -17190.897466072172 6598083.139561364, -17183.46930581762 6598081.620745896, -17194.823635856563 6598090.653674213, -17205.348983914708 6598101.719733957, -17214.94352560077 6598111.911994508, -17219.01308073121 6598116.735840705, -17222.40049466875 6598122.1629381785, -17224.2008265552 6598130.574919538, -17230.617250585405 6598130.216440248))";"Ja";"Stavanger";"1103";"Rogaland";"11";"";"1153 Fv Elektro Drift Sør-Rogaland 2021-2024,RFK Stavanger 2026-2027,1153 FV Elektro Drift Sør-Rogaland 2024-2025,1103 Stavanger 2022-2027";"FV4686 S1D1 m22";"Fylkesveg";"Eksisterende";"4686";"1";"1";"22,003";"22,003";"320383";"0,00609436";"0,00609436";"";"";"";"enkelBilveg";"0";"";"";"POINT Z(-17226.62 6598119.233 3.217)"
"613285315";"41";"2";"1";"2021-04-23";"";"2021-12-16T17:11:24";"Judaberg";"2";"";"";"";"20";"387";"";"";"";"";"";"";"";"";"POLYGON ((-19642.126118690998 6590854.003878595, -19631.369697253045 6590837.114096751, -19623.756943681336 6590825.572493855, -19620.359647788107 6590818.419096318, -19618.210827932286 6590810.407548066, -19615.22513106151 6590798.923653817, -19614.521791710227 6590805.992975334, -19614.51920998044 6590811.254260138, -19615.29303626652 6590816.932624218, -19616.91397462011 6590822.924910294, -19623.836618184927 6590837.122334376, -19640.339761917014 6590863.399836405, -19648.461128362804 6590872.422858068, -19647.236765845737 6590866.167740742, -19642.126118690998 6590854.003878595))";"Ja";"Stavanger";"1103";"Rogaland";"11";"";"1153 Fv Elektro Drift Sør-Rogaland 2021-2024,RFK Stavanger 2026-2027,1153 FV Elektro Drift Sør-Rogaland 2024-2025,1103 Stavanger 2022-2027";"FV4684 S1D1 m48";"Fylkesveg";"Eksisterende";"4684";"1";"1";"47,815";"47,815";"320381";"0,00506566";"0,00506566";"";"";"";"enkelBilveg";"0";"";"";"POINT Z(-19631.858 6590837.83 3.675)"
"643472912";"41";"1";"1";"2015-11-02";"";"2023-02-17T16:12:46";"Tjøtta-Vågsodden";"4";"";"";"";"";"1565";"2015";"";"";"";"";"";"";"";"POLYGON ((383402.59 7290194.57, 383391.44 7290200.12, 383389.18 7290195.67, 383386.91 7290191.19, 383384.66 7290186.75, 383382.49 7290182.51, 383380.22 7290178.05, 383377.96 7290173.58, 383375.7 7290169.12, 383373.45 7290164.67, 383371.17 7290160.25, 383368.92 7290155.77, 383366.64 7290151.3, 383364.39 7290146.86, 383362.12 7290142.36, 383359.85 7290137.92, 383357.58 7290133.47, 383354.41 7290127.22, 383351.7 7290121.87, 383348.98 7290116.52, 383346.72 7290112.06, 383344.45 7290107.6, 383342.18 7290103.16, 383339.47 7290097.8, 383337.18 7290093.33, 383334.92 7290088.86, 383334.59 7290088.19, 383345.94 7290083.06, 383348.21 7290087.56, 383350.5 7290092, 383352.78 7290096.45, 383355.05 7290100.91, 383357.31 7290105.37, 383359.59 7290109.81, 383361.83 7290114.28, 383364.12 7290118.76, 383366.38 7290123.2, 383368.64 7290127.65, 383370.91 7290132.11, 383373.17 7290136.57, 383375.42 7290141.02, 383377.7 7290145.52, 383379.97 7290149.95, 383382.24 7290154.41, 383384.5 7290158.86, 383386.77 7290163.32, 383389.03 7290167.77, 383390.85 7290171.35, 383393.09 7290175.83, 383395.36 7290180.29, 383397.64 7290184.74, 383399.88 7290189.2, 383402.59 7290194.57))";"Ja";"Vevelstad";"1816";"Nordland";"18";"";"1801 HELGELANDSKYSTEN 2018-2023 + 1 år opsjon,E1851 Helgeland 2020-2025,V5-18(NFK22) - Bruvedlikehold 2023-2025,V5-18(NFK21) - Tunnelvedlikehold 2023-2025,1801 Helgelandskysten 2024-2029";"FV17 S37D1 m16647";"Fylkesveg";"Eksisterende";"17";"37";"1";"16647,129";"16647,129";"2569008";"0,585";"0,585";"WITH";"";"";"kanalisertVeg";"0";"64:643420793";"";"POINT Z(383363.564 7290145.224 5.388)"
"645126838";"41";"2";"1";"2021-09-24";"";"2021-09-24T10:45:26";"";"1";"";"";"";"";"1159";"";"";"";"";"";"";"POINT Z(-19221.501495005155 6669170.098113241 3.034)";"";"POLYGON ((-19089.628309849242 6669239.643714838, -19098.196856444236 6669238.306532652, -19112.767770991253 6669235.193635044, -19119.80476136267 6669233.373952337, -19139.909189301427 6669226.676588308, -19169.64963247167 6669214.064848755, -19189.110398988356 6669205.185315768, -19193.39669773291 6669203.1606463175, -19195.40520170849 6669201.88539919, -19196.55418333388 6669200.625070878, -19197.478244232305 6669199.88105348, -19198.46564670175 6669198.287140349, -19199.000031677017 6669195.85297364, -19198.818400988413 6669193.628390607, -19144.798564430326 6669216.872487111, -19134.577051737928 6669221.01478323, -19129.32189994963 6669222.626613597, -19124.284715977323 6669224.310542926, -19115.249304358906 6669227.06469627, -19102.950602983008 6669230.270449697, -19081.043489870674 6669234.894687113, -19064.36459896021 6669237.291652791, -19059.794269483245 6669237.558637288, -19049.753028243897 6669235.56986806, -19017.089114014234 6669226.817923543, -19001.16694254236 6669227.908596872, -19007.045762640017 6669228.624868811, -19012.577953929547 6669229.368239205, -19025.603405063623 6669232.881128179, -19051.136708222795 6669239.795913378, -19061.007496853592 6669241.912707691, -19062.309270041413 6669242.134620347, -19063.904048606055 6669242.169776841, -19066.757030232577 6669241.9263755465, -19073.86052268406 6669241.522924408, -19082.675140301813 6669240.600717779, -19089.628309849242 6669239.643714838))";"";"Kvinnherad";"4617";"Vestland";"46";"";"1204 Hardanger 2016-2021,4602 Hardanger 2022-2027,4611 Tunnel 2021-2025,E4652 Hardanger,4660 Drift og vedlikehold av ferjekaier Vestland 2021-2026";"FV5026 S1D1 m964";"Fylkesveg";"Eksisterende";"5026";"1";"1";"964,225";"964,225";"804964";"1";"1";"WITH";"";"";"enkelBilveg";"0";"64:119378450";"";"POINT Z(-19221.5 6669170.1 3.034)"
"674447003";"41";"1";"1";"2016-04-15";"";"2023-04-27T13:53:40";"";"5";"";"";"88";"";"1354";"";"";"";"";"";"Fylkeskommune";"";"";"POLYGON ((375534.2546886466 7275999.470227337, 375549.42465870176 7275997.953078651, 375557.60307460267 7276086.060541022, 375542.1863029498 7276087.588237719, 375534.2546886466 7275999.470227337))";"";"Brønnøy";"1813";"Nordland";"18";"";"1801 HELGELANDSKYSTEN 2018-2023 + 1 år opsjon,E1851 Helgeland 2020-2025,V5-18(NFK22) - Bruvedlikehold 2023-2025,V5-18(NFK21) - Tunnelvedlikehold 2023-2025,1801 Helgelandskysten 2024-2029";"FV17 S35D1 m10867";"Fylkesveg";"Eksisterende";"17";"35";"1";"10866,867";"10866,867";"885222";"0,98616142";"0,98616142";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(375534.116 7276037.111 3.834)"
"687754518";"41";"2";"1";"2019-12-06";"";"2023-12-28T11:19:55";"Stranda-Liabygda";"3";"65";"";"";"40";"500";"2015";"";"";"";"Fylkeskommune";"Fylkeskommune";"";"LINESTRING Z(83359.84 6934574.68 1.767, 83362.75 6934574.47 1.807)";"";"";"Stranda";"1525";"Møre og Romsdal";"15";"";"1502 Indre Sunnmøre 2020-2025,E1550 Elektrokontrakt Møre og Romsdal";"FV60 S6D10 m1572";"Fylkesveg";"Eksisterende";"60";"6";"10";"1572,245";"1572,245";"248976";"0,98131454";"0,98131454";"WITH";"";"";"enkelBilveg";"0";"64:119570019";"";"POINT Z(83352.942 6934575.017 2.037)"
"699270698";"41";"2";"1";"2019-12-06";"";"2021-08-31T22:14:07";"Stranda";"2";"";"";"";"";"600";"";"";"";"";"Fylkeskommune";"Fylkeskommune";"";"";"";"";"Stranda";"1525";"Møre og Romsdal";"15";"";"1502 Indre Sunnmøre 2020-2025,E1550 Elektrokontrakt Møre og Romsdal";"FV650 S2D10 m3038";"Fylkesveg";"Eksisterende";"650";"2";"10";"3037,761";"3037,761";"249030";"0,98380342";"0,98380342";"WITH";"";"";"enkelBilveg";"0";"64:119570032";"";"POINT Z(86348.812 6934140.135 3.673)"
"712181870";"41";"3";"1";"2019-12-06";"";"2024-01-11T10:24:13";"Magerholm";"4";"0";"";"544";"";"";"2014";"";"";"";"Fylkeskommune";"Fylkeskommune";"POINT Z(64200.14 6948433.21 2.905)";"";"";"";"Sykkylven";"1528";"Møre og Romsdal";"15";"";"1502 Indre Sunnmøre 2020-2025,E1550 Elektrokontrakt Møre og Romsdal";"FV60 S3D1 m32";"Fylkesveg";"Eksisterende";"60";"3";"1";"31,985";"31,985";"249545";"0,00261396";"0,00261396";"WITH";"";"";"enkelBilveg";"0";"64:119570017";"";"POINT Z(64190.375 6948419.928 2.668)"
"723507912";"41";"2";"1";"2019-02-04";"";"2023-03-22T10:33:23";"Leknes";"3";"";"";"";"";"700";"2013";"";"";"";"Fylkeskommune";"Statens vegvesen";"POINT Z(57525.61 6926835.64 2.225)";"";"";"Ja";"Ørsta";"1520";"Møre og Romsdal";"15";"";"1502 Indre Sunnmøre 2020-2025,E1550 Elektrokontrakt Møre og Romsdal";"FV655 S4D1 m70";"Fylkesveg";"Eksisterende";"655";"4";"1";"70,276";"70,276";"221876";"0,03538382";"0,03538382";"AGAINST";"";"";"enkelBilveg";"0";"";"";"POINT Z(57515.302 6926835.745 2.408)"
"765056794";"41";"1";"1";"2017-03-29";"";"2021-05-06T12:41:32";"Ortnevik-Måren-Vik";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"POLYGON ((23086.8043722 6807783.28142487, 23084.431997396 6807777.04295779, 23084.3441316625 6807774.31912005, 23095.4152140813 6807772.12247672, 23101.0386210242 6807771.15595365, 23110.0009258395 6807770.36516205, 23118.6117677208 6807772.38607392, 23127.3983410691 6807781.7877074, 23123.9715774633 6807787.49898008, 23117.1180502516 6807782.8420962, 23111.6703747757 6807779.41533259, 23094.9758854139 6807780.7333186, 23086.8043722 6807783.28142487))";"";"Høyanger";"4638";"Vestland";"46";"";"E1454 Elektrokontrakt Sogn 2017-2022,4611 Tunnel 2021-2025,1203 Nordhordland 2019-2024,E4651 Bergen,4660 Drift og vedlikehold av ferjekaier Vestland 2021-2026";"FV5442 S7D1 m5441";"Fylkesveg";"Eksisterende";"5442";"7";"1";"5440,874";"5440,874";"384240";"1";"1";"WITH";"";"";"enkelBilveg";"0";"64:765056771";"";"POINT Z(23129.2 6807790.8 2.196)"
"765056796";"41";"1";"1";"2017-03-29";"";"2023-02-17T15:09:29";"Sløvåg-Leirvåg";"3";"";"";"";"";"3121";"";"";"";"";"";"";"";"";"POLYGON ((-38422.223 6787794.66, -38403.2 6787796.152, -38398.725 6787816.666, -38386.416 6787828.602, -38365.155 6787829.721, -38359.933 6787827.483, -38351.355 6787823.753, -38342.403 6787808.834, -38327.11 6787770.042, -38320.396 6787749.528, -38304.731 6787709.245, -38299.136 6787686.119, -38286.827 6787636.512, -38283.097 6787621.965, -38275.264 6787623.83, -38286.454 6787670.827, -38298.39 6787717.078, -38333.824 6787809.207, -38342.03 6787828.602, -38355.085 6787839.046, -38362.171 6787842.03, -38381.567 6787841.657, -38399.098 6787835.316, -38412.525 6787824.499, -38419.239 6787814.428, -38421.85 6787796.152, -38422.223 6787794.66))";"";"Gulen";"4635";"Vestland";"46";"";"E1454 Elektrokontrakt Sogn 2017-2022,4611 Tunnel 2021-2025,1203 Nordhordland 2019-2024,E4651 Bergen,4660 Drift og vedlikehold av ferjekaier Vestland 2021-2026";"FV57 S7D1 m0";"Fylkesveg";"Eksisterende";"57";"7";"1";"0";"0";"384110";"0";"0";"WITH";"";"";"enkelBilveg";"0";"64:765056793";"";"POINT Z(-38390.58 6787764.236 2.219)"
"765056798";"41";"1";"1";"2017-03-29";"";"2018-06-04T13:57:33";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Gulen";"4635";"Vestland";"46";"";"E1454 Elektrokontrakt Sogn 2017-2022,4611 Tunnel 2021-2025,1203 Nordhordland 2019-2024,E4651 Bergen,4660 Drift og vedlikehold av ferjekaier Vestland 2021-2026";"FV5583 S1D10 m296";"Fylkesveg";"Eksisterende";"5583";"1";"10";"295,739";"295,739";"2579392";"1";"1";"WITH";"";"";"enkelBilveg";"0";"64:765056773";"";"POINT Z(-37794.66 6803883.355 2.123)"
"765056799";"41";"2";"1";"2021-09-13";"";"2021-09-13T14:58:51";"";"0";"";"";"";"";"";"";"";"";"";"";"";"POINT (-37763.3388503774 6803898.41275806)";"";"POLYGON ((-37776.1442436215 6803894.53744168, -37775.1332915233 6803891.84156942, -37769.9100390158 6803893.18950555, -37765.3607545738 6803895.21140975, -37760.8114701318 6803898.58125008, -37756.2621856898 6803901.27712234, -37753.5663134279 6803902.9620425, -37749.8594890678 6803904.30997863, -37751.5444092315 6803907.00585089, -37757.1046457717 6803904.47847065, -37761.9909142464 6803901.78259839, -37766.0347226393 6803899.25521814, -37769.2360709503 6803897.23331395, -37776.1442436215 6803894.53744168))";"";"Gulen";"4635";"Vestland";"46";"";"E1454 Elektrokontrakt Sogn 2017-2022,4611 Tunnel 2021-2025,1203 Nordhordland 2019-2024,E4651 Bergen,4660 Drift og vedlikehold av ferjekaier Vestland 2021-2026";"FV5583 S1D10 m261";"Fylkesveg";"Eksisterende";"5583";"1";"10";"260,796";"260,796";"2579392";"0,88184451";"0,88184451";"WITH";"";"";"enkelBilveg";"0";"64:765056791";"";"POINT Z(-37762.779 6803897.177 3.004)"
"765056803";"41";"1";"1";"2017-03-29";"";"2023-04-13T12:51:12";"Masfjordnes-Duesund";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"POLYGON ((-26047.5506773679 6780419.52480604, -26047.5506773679 6780418.08909131, -26029.4247789297 6780401.3989076, -26019.1953114943 6780389.01586807, -26012.0167378554 6780379.86318668, -26009.5042370818 6780371.96675568, -26008.427451036 6780362.09621693, -26005.0176285575 6780362.09621693, -26007.5301293311 6780375.73550684, -26016.8622750617 6780389.91318978, -26031.7578153624 6780406.2444448, -26043.6024618665 6780417.73016263, -26047.5506773679 6780419.52480604))";"";"Masfjorden";"4634";"Vestland";"46";"";"E1260 Hordaland vest 2016-2022,4611 Tunnel 2021-2025,1203 Nordhordland 2019-2024,E4651 Bergen,4660 Drift og vedlikehold av ferjekaier Vestland 2021-2026";"FV570 S5D1 m0";"Fylkesveg";"Eksisterende";"570";"5";"1";"0";"0";"805740";"0";"0";"WITH";"";"";"enkelBilveg";"0";"64:765056789";"";"POINT Z(-26019.6 6780325.6 1.909)"
"765056805";"41";"1";"1";"2017-03-29";"";"2024-01-25T08:21:12";"Masfjordnes-Duesund";"3";"";"";"";"";"249";"";"";"";"";"";"";"";"";"POLYGON ((-26392.637577297864 6779612.204648438, -26390.06674960698 6779603.873887217, -26365.4648775073 6779601.017657776, -26365.08428341092 6779604.065882435, -26361.424755369313 6779603.778816692, -26360.95331550925 6779609.918472686, -26392.637577297864 6779612.204648438))";"";"Masfjorden";"4634";"Vestland";"46";"";"E1260 Hordaland vest 2016-2022,4611 Tunnel 2021-2025,1203 Nordhordland 2019-2024,E4651 Bergen";"FV570 S3D1 m8709";"Fylkesveg";"Eksisterende";"570";"3";"1";"8709,197";"8709,197";"805109";"0,99277458";"0,99277458";"WITH";"";"";"enkelBilveg";"0";"64:765056787";"";"POINT Z(-26395.154 6779605.54 2.828)"
"765056807";"41";"1";"1";"2017-03-29";"";"2022-01-25T15:32:23";"Sævrøy-Fedje";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"POLYGON ((-52126.5908500941 6782195.86285298, -52127.8471004809 6782182.76195609, -52086.5703020573 6782178.63427625, -52084.4167299656 6782187.42802896, -52088.0060167851 6782191.19678012, -52126.5908500941 6782195.86285298))";"";"Austrheim";"4632";"Vestland";"46";"";"E1260 Hordaland vest 2016-2022,4611 Tunnel 2021-2025,1203 Nordhordland 2019-2024,E4651 Bergen,4660 Drift og vedlikehold av ferjekaier Vestland 2021-2026";"FV568 S1D1 m6839";"Fylkesveg";"Eksisterende";"568";"1";"1";"6839,225";"6839,225";"805103";"1";"1";"WITH";"";"";"enkelBilveg";"0";"64:765056777";"";"POINT Z(-52149.245 6782171.612 0)"
